"Strategy_name","Test_period","value","variable","KPI"
"second_EW_bottom4","2021",0.0481,"Downside Deviation (MAR=0%)","DownsideRisk"
"second_EW_bottom4","2021",0.0481,"Downside Deviation (Rf=0%)","DownsideRisk"
"second_EW_bottom4","2021",0.0481,"Downside Deviation (0%)","DownsideRisk"
"second_EW_bottom4","2021",0.8314,"Maximum Drawdown","DownsideRisk"
"second_EW_bottom4","2021",-0.0936,"Historical VaR (95%)","DownsideRisk"
"second_EW_bottom4","2021",-0.1597,"Historical ES (95%)","DownsideRisk"
"second_EW_bottom4","2021",-0.0935,"Modified VaR (95%)","DownsideRisk"
"second_EW_bottom4","2021",-0.0935,"Modified ES (95%)","DownsideRisk"
"second_EW_bottom4","2021",0.0481,"daily downside risk","DownsideRiskRatio"
"second_EW_bottom4","2021",0.764,"Annualised downside risk","DownsideRiskRatio"
"second_EW_bottom4","2021",0.0218,"Downside potential","DownsideRiskRatio"
"second_EW_bottom4","2021",1.1645,"Omega","DownsideRiskRatio"
"second_EW_bottom4","2021",0.0746,"Sortino ratio","DownsideRiskRatio"
"second_EW_bottom4","2021",0.0254,"Upside potential","DownsideRiskRatio"
"second_EW_bottom4","2021",0.7198,"Upside potential ratio","DownsideRiskRatio"
"second_EW_bottom4","2021",0.1645,"Omega-sharpe ratio","DownsideRiskRatio"
"second_InvInef_top4","2021",2.80385803917934,"Total Return","TotalReturn"
"second_InvInef_top4","2021",1.5153,"Annualized Return","AnnualizedReturns"
"second_InvInef_top4","2021",1.1289,"Annualized Std Dev","AnnualizedReturns"
"second_InvInef_top4","2021",1.3106,"Annualized Sharpe (Rf=1.43%)","AnnualizedReturns"
"second_InvInef_top4","2021",0.0711,"daily  Std Dev","Distributions"
"second_InvInef_top4","2021",0.0821,"Skewness","Distributions"
"second_InvInef_top4","2021",8.1878,"Kurtosis","Distributions"
"second_InvInef_top4","2021",5.1878,"Excess kurtosis","Distributions"
"second_InvInef_top4","2021",0.0828,"Sample skewness","Distributions"
"second_InvInef_top4","2021",5.2762,"Sample excess kurtosis","Distributions"
"second_InvInef_top4","2021",0.05,"Semi Deviation","DownsideRisk"
"second_InvInef_top4","2021",0.0513,"Gain Deviation","DownsideRisk"
"second_InvInef_top4","2021",0.0507,"Loss Deviation","DownsideRisk"
"second_InvInef_top4","2021",0.047,"Downside Deviation (MAR=0%)","DownsideRisk"
"second_InvInef_top4","2021",0.047,"Downside Deviation (Rf=0%)","DownsideRisk"
"second_InvInef_top4","2021",0.047,"Downside Deviation (0%)","DownsideRisk"
"second_InvInef_top4","2021",0.7622,"Maximum Drawdown","DownsideRisk"
"second_InvInef_top4","2021",-0.0974,"Historical VaR (95%)","DownsideRisk"
"second_InvInef_top4","2021",-0.1515,"Historical ES (95%)","DownsideRisk"
"second_InvInef_top4","2021",-0.1015,"Modified VaR (95%)","DownsideRisk"
"second_InvInef_top4","2021",-0.1524,"Modified ES (95%)","DownsideRisk"
"second_InvInef_top4","2021",0.047,"daily downside risk","DownsideRiskRatio"
"second_InvInef_top4","2021",0.7456,"Annualised downside risk","DownsideRiskRatio"
"second_InvInef_top4","2021",0.0218,"Downside potential","DownsideRiskRatio"
"second_InvInef_top4","2021",1.2845,"Omega","DownsideRiskRatio"
"second_InvInef_top4","2021",0.1323,"Sortino ratio","DownsideRiskRatio"
"second_InvInef_top4","2021",0.0281,"Upside potential","DownsideRiskRatio"
"second_InvInef_top4","2021",0.6986,"Upside potential ratio","DownsideRiskRatio"
"second_InvInef_top4","2021",0.2845,"Omega-sharpe ratio","DownsideRiskRatio"
"second_InvInef_bottom4","2021",0.612149494804682,"Total Return","TotalReturn"
"second_InvInef_bottom4","2021",0.3906,"Annualized Return","AnnualizedReturns"
"second_InvInef_bottom4","2021",1.2849,"Annualized Std Dev","AnnualizedReturns"
"second_InvInef_bottom4","2021",0.2885,"Annualized Sharpe (Rf=1.43%)","AnnualizedReturns"
"second_InvInef_bottom4","2021",0.0809,"daily  Std Dev","Distributions"
"second_InvInef_bottom4","2021",1.0715,"Skewness","Distributions"
"second_InvInef_bottom4","2021",16.6679,"Kurtosis","Distributions"
"second_InvInef_bottom4","2021",13.6679,"Excess kurtosis","Distributions"
"second_InvInef_bottom4","2021",1.0804,"Sample skewness","Distributions"
"second_InvInef_bottom4","2021",13.8736,"Sample excess kurtosis","Distributions"
"second_InvInef_bottom4","2021",0.053,"Semi Deviation","DownsideRisk"
"second_InvInef_bottom4","2021",0.0696,"Gain Deviation","DownsideRisk"
"second_InvInef_bottom4","2021",0.0552,"Loss Deviation","DownsideRisk"
"second_InvInef_bottom4","2021",0.0509,"Downside Deviation (MAR=0%)","DownsideRisk"
"second_InvInef_bottom4","2021",0.0509,"Downside Deviation (Rf=0%)","DownsideRisk"
"second_InvInef_bottom4","2021",0.0509,"Downside Deviation (0%)","DownsideRisk"
"second_InvInef_bottom4","2021",0.8436,"Maximum Drawdown","DownsideRisk"
"second_InvInef_bottom4","2021",-0.097,"Historical VaR (95%)","DownsideRisk"
"second_InvInef_bottom4","2021",-0.1699,"Historical ES (95%)","DownsideRisk"
"second_InvInef_bottom4","2021",-0.0798,"Modified VaR (95%)","DownsideRisk"
"second_InvInef_bottom4","2021",-0.0798,"Modified ES (95%)","DownsideRisk"
"second_InvInef_bottom4","2021",0.0509,"daily downside risk","DownsideRiskRatio"
"second_InvInef_bottom4","2021",0.8075,"Annualised downside risk","DownsideRiskRatio"
"second_InvInef_bottom4","2021",0.0233,"Downside potential","DownsideRiskRatio"
"second_InvInef_bottom4","2021",1.1943,"Omega","DownsideRiskRatio"
"second_InvInef_bottom4","2021",0.0888,"Sortino ratio","DownsideRiskRatio"
"second_InvInef_bottom4","2021",0.0278,"Upside potential","DownsideRiskRatio"
"second_InvInef_bottom4","2021",0.7503,"Upside potential ratio","DownsideRiskRatio"
"second_InvInef_bottom4","2021",0.1943,"Omega-sharpe ratio","DownsideRiskRatio"
